,0,1,2,3,4,5
0,0.7260406348313468,0.8610285167474309,0.6578161640053685,0.6476182615710635,0.6121580493762462,0.693464871883994
1,0.700615839471615,0.8899590558040786,0.6955975209983507,0.6252255895381332,0.5908584110805323,0.6693847988772904
2,0.7628478847637142,0.9735652419100922,0.6200129769564717,0.6789463292280238,0.6413681154351909,0.7265693972697522
3,0.8697212774810148,0.555749064783863,0.1607204819298248,0.9820387838441849,0.9479686936622226,0.922271906707586
4,0.7660119454093869,0.9393929871230253,0.6092464131118984,0.6832371390847178,0.6458017392068955,0.7315851427427922
5,0.915494619804927,0.6140110371909164,0.2179377438993476,0.9624869238075049,0.909382687437057,0.9679110197675191
6,0.8173731130400481,0.9537618648832257,0.5518398636764557,0.7272005347989747,0.6869460513405412,0.7782056275248582
7,0.964119165530385,0.6812290739647109,0.28397943790641567,0.9167139647804643,0.8660386571075228,0.9627136688206535
8,0.9248905076961623,0.6260718718175173,0.23039775242088478,0.9543590123153939,0.9015508779010244,0.9734307765021624
9,0.9080010824904361,0.6045345082548597,0.20964126539636552,0.9652129110700058,0.911896636946962,0.9583244195560411
10,0.9465577401674616,0.7868472617926486,0.38875599999864363,0.8414153440614944,0.7948493924135739,0.9003421161336551
11,0.9195205076597486,0.8222129734007231,0.4225502050010369,0.8185772341677278,0.7733305631033357,0.8760451177338862
12,0.8355237328274846,0.9103696980725179,0.5275265171875059,0.7423536810017737,0.7013619222008601,0.7943551252500748
13,0.9653830108611519,0.721176463481004,0.32361972155329954,0.8883486800969547,0.83918626821838,0.9506144240342028
14,0.9279535270655654,0.6300081883272741,0.234600147582803,0.9505733608257646,0.8982958143028881,0.9751362846563011
15,0.9857122424198922,0.7064936347098216,0.3098088593424496,0.8947458365348074,0.8452344637105993,0.9574723443927746
16,0.966390921176423,0.7593822619403089,0.3613822823593825,0.8618567080460645,0.8141661324011964,0.9222245657739484
17,0.9132674024724363,0.8313307955377784,0.4321305247791145,0.8115337427802743,0.7666235380444582,0.8684181778032274
18,0.6264636043806795,0.8005890452627624,0.7928206841716627,0.5566371208912593,0.5258153393177497,0.5956870613743129
19,0.9886984932813138,0.7283462575092001,0.3303490308867487,0.8809876694615676,0.832621209544475,0.9431825037017899
20,0.5655684479675605,0.7224857540564118,0.8671571660487242,0.5025990015254274,0.4747634107290303,0.5378263853554854
21,0.7255284883236135,0.8121642859631221,0.6680844272616204,0.6446019917637924,0.6089191671433587,0.6898195877110005
22,0.8524658928130965,0.8918142970035752,0.5036072865657686,0.7599610141741334,0.7182875722756503,0.8136775044282758
23,0.9754814884219859,0.6925323387687982,0.295725725287983,0.9073502639626335,0.8571336230311889,0.9695052019880576
